X,Min,Average,Max
2.332775102,1727.924186,2748.420315,3715.651589
2.34128888,1723.653047,2745.679028,3712.185549
2.349802657,1718.928133,2742.67437,3709.185549
2.358316435,1715.469987,2739.465519,3704.568914
2.366830213,1713.734265,2736.471936,3701.455232
2.375343991,1712.460636,2733.48378,3699.188464
2.383857768,1709.926675,2730.503408,3697.181603
2.392371546,1705.92959,2727.531307,3694.460636
2.400885324,1701.651589,2724.805856,3692.727403
2.409399102,1697.192411,2722.38563,3691.181603
2.417912879,1695.468529,2720.391305,3686.840053
2.426426657,1692.944345,2718.557869,3681.190953
2.434940435,1688.954122,2716.730705,3678.078768
2.443454212,1686.315404,2714.916069,3671.093523
2.45196799,1687.841046,2713.02227,3664.112225
2.460481768,1689.475391,2711.021406,3657.913984
2.468995546,1686.930622,2708.919474,3653.112225
2.477509323,1683.199272,2706.649541,3646.921271
2.486023101,1680.747988,2704.159958,3643.190953
2.494536879,1677.474359,2701.643517,3639.921271
2.503050657,1674.386279,2699.379951,3635.112225
2.511564434,1668.669259,2697.379244,3630.640781
2.520078212,1664.480795,2695.450337,3625.921271
2.52859199,1662.478305,2693.593525,3622.730318
2.537105768,1660.754849,2691.837415,3621.730318
2.545619545,1661.373549,2690.238946,3620.460636
2.554133323,1666.28298,2688.640004,3618.460636
2.562647101,1667.811536,2687.019114,3616.730318
2.571160879,1666.204251,2685.280285,3615.989192
2.579674656,1663.461668,2683.300345,3615.722424
2.588188434,1659.190953,2681.033995,3614.979841
2.596702212,1656.015787,2678.827319,3615.254927
2.60521599,1654.392715,2676.697534,3616.258874
2.613729767,1647.850436,2674.592168,3616.990649
2.622243545,1640.112225,2672.588136,3616.456689
2.630757323,1633.654078,2670.789696,3615.185549
2.639271101,1628.481827,2669.175014,3613.250555
2.647784878,1625.655536,2667.322508,3612.093949
2.656298656,1621.201762,2665.207814,3606.905484
2.664812434,1619.194294,2663.075234,3603.459178
2.673326212,1617.299618,2660.961676,3600.437562
2.681839989,1618.462519,2658.757105,3601.528556
2.690353767,1616.46355,2656.444741,3602.990649
2.698867545,1614.203219,2654.382213,3602.994596
2.707381323,1609.928133,2652.294523,3601.918782
2.7158951,1602.303178,2650.190347,3599.458146
2.724408878,1592.575775,2648.274915,3597.643696
2.732922656,1583.033496,2646.398883,3593.730318
2.741436434,1572.303178,2644.665603,3591.921271
2.749950211,1563.406013,2643.183456,3588.834649
2.758463989,1557.933112,2641.755785,3581.381907
2.766977767,1553.383364,2640.519394,3575.637866
2.775491544,1547.926675,2639.27841,3570.093523
2.784005322,1543.058027,2638.01307,3562.834649
2.7925191,1535.567417,2636.650301,3555.381907
2.801032878,1537.272597,2635.032484,3549.635983
2.809546655,1539.357762,2633.091836,3541.563935
2.818060433,1544.3509,2630.911085,3534.547297
2.826574211,1547.554545,2628.875237,3525.842543
2.835087989,1548.275086,2626.795838,3518.112225
2.843601766,1549.540396,2624.531784,3512.109735
2.852115544,1549.289416,2621.833669,3506.381907
2.860629322,1549.192411,2619.009572,3501.37796
2.8691431,1546.655961,2616.234677,3496.180145
2.877656877,1541.938941,2613.528319,3494.96466
2.886170655,1537.674663,2610.809448,3492.803682
2.894684433,1532.139245,2608.220452,3483.468569
2.903198211,1525.406013,2605.525844,3475.486664
2.911711988,1518.857298,2602.870145,3466.300689
2.920225766,1510.316901,2600.272651,3459.031432
2.928739544,1500.864159,2597.566446,3452.028517
2.937253322,1494.479337,2594.837825,3442.74657
2.945767099,1493.277576,2592.226499,3437.093523
2.954280877,1494.021616,2589.816749,3429.833192
2.962794655,1494.824833,2587.624275,3421.838596
2.971308433,1497.037829,2585.575223,3416.692489
2.97982221,1497.571364,2583.591779,3413.813458
2.988335988,1499.010383,2581.532347,3406.651589
2.996849766,1498.286926,2579.491466,3403.360716
3.005363544,1493.323337,2577.404477,3398.912952
3.013877321,1484.927282,2575.285909,3393.921271
3.022391099,1476.66677,2573.233415,3387.751367
3.030904877,1472.730318,2571.173309,3382.633313
3.039418655,1472.01184,2569.042461,3379.980873
3.047932432,1470.658451,2566.705126,3379.427785
3.05644621,1465.665312,2564.13642,3376.872634
3.064959988,1461.480795,2561.502246,3372.328898
3.073473766,1459.475391,2558.858458,3367.115902
3.081987543,1457.472901,2556.153463,3364.086818
3.090501321,1455.476848,2553.526655,3360.800072
3.099015099,1453.471018,2550.988209,3357.564854
3.107528877,1450.219432,2548.537254,3352.690724
3.116042654,1447.759828,2546.093827,3346.420616
3.124556432,1445.673206,2543.750057,3344.792834
3.13307021,1440.67612,2541.329383,3347.794292
3.141583987,1437.297735,2538.963963,3348.91192
3.150097765,1438.822344,2536.679991,3344.108278
3.158611543,1442.619125,2534.605082,3337.889879
3.167125321,1445.284437,2532.59938,3333.341589
3.175639098,1445.200304,2530.64043,3329.909006
3.184152876,1441.656993,2528.953957,3325.368609
3.192666654,1437.196358,2527.284303,3319.992033
3.201180432,1435.005404,2525.843622,3312.649706
3.209694209,1435.006862,2524.499971,3306.826756
3.218207987,1435.281948,2523.111639,3300.456689
3.226721765,1435.743615,2521.562246,3300.074356
3.235235543,1434.461668,2520.04123,3302.448795
3.24374932,1429.659483,2518.346589,3301.26531
3.252263098,1424.113682,2516.62308,3302.254927
3.260776876,1414.842543,2514.90216,3305.53396
3.269290654,1407.651589,2513.363814,3307
3.277804431,1403.460636,2511.829732,3309.268225
3.286318209,1402.001457,2510.338897,3309.532503
3.294831987,1401.730318,2508.845837,3311.260331
3.303345765,1401.539364,2507.369297,3312.803642
3.311859542,1403.539364,2506.000412,3315.535418
3.32037332,1403.737179,2504.76497,3317.526067
3.328887098,1402.469987,2503.490622,3318.456689
3.337400876,1400.734265,2502.133731,3317.258874
3.345914653,1400,2500.738116,3318.260331
3.354428431,1398.735722,2499.288704,3318.182635
3.362942209,1398.003947,2497.765637,3315.455232
3.371455987,1397.731775,2496.444484,3314.53645
3.379969764,1396.812568,2495.177579,3316.257417
3.388483542,1394.653047,2494.010346,3316.718478
3.39699732,1389.658451,2492.980533,3316.807589
3.405511098,1384.127405,2492.028449,3318.729286
3.414024875,1378.219432,2490.984683,3318.880953
3.422538653,1376.573246,2489.961713,3316.262821
3.431052431,1375.93208,2488.967968,3319.535418
3.439566209,1372.739669,2488.093206,3322.078729
3.448079986,1371.467497,2487.289599,3325.539364
3.456593764,1369.738211,2486.573355,3327.248066
3.465107542,1368.730318,2485.8835,3327.443391
3.473621319,1365.464582,2485.137078,3326.459178
3.482135097,1363.460636,2484.082601,3326.254927
3.490648875,1360.193443,2483.029898,3329.078729
3.499162653,1356.014755,2482.062963,3335.073325
3.50767643,1356.196358,2481.143077,3338.8051
3.516190208,1352.460636,2480.105609,3342.538332
3.524703986,1351.202794,2479.056043,3346.539364
3.533217764,1347.931654,2478.110809,3348.996053
3.541731541,1343.759402,2477.131289,3349.990649
3.550245319,1343.811536,2476.166496,3350.53645
3.558759097,1343.021191,2475.119605,3354.992107
3.567272875,1344.082675,2474.061319,3354.98233
3.575786652,1346.463125,2472.944816,3353.459604
3.58430043,1343.190953,2472.114312,3354.537907
3.592814208,1340.460636,2471.764558,3355.458146
3.601327986,1336.486199,2471.310342,3358.265735
3.609841763,1333.651589,2470.602519,3359.266767
3.618355541,1329.497007,2469.927138,3360.527099
3.626869319,1327.761285,2469.183798,3362.25347
3.635383097,1326.731775,2468.359394,3362.715563
3.643896874,1325.467497,2467.388374,3361.71951
3.652410652,1323.739669,2466.53152,3361
3.66092443,1322.969483,2465.513797,3360.718052
3.669438208,1319.217549,2464.251834,3361.986277
3.677951985,1317.5458,2462.968066,3361.918782
3.686465763,1318.276118,2461.803315,3359.449827
3.694979541,1317.468529,2460.743136,3356.910463
3.703493319,1315.750477,2459.611435,3356.998543
3.712007096,1314.476848,2458.308831,3357.532503
3.720520874,1312.742158,2457.007057,3358.722424
3.729034652,1311.192411,2455.771277,3357.724914
3.73754843,1308.46604,2454.531467,3356.994596
3.746062207,1307.002489,2453.216564,3356.994596
3.754575985,1305.468529,2451.859828,3357.269682
3.763089763,1303.730318,2450.400722,3359.345496
3.771603541,1302.730318,2448.886443,3363.798238
3.780117318,1300.473933,2447.328319,3365.722424
3.788631096,1298.1949,2445.738908,3365
3.797144874,1295.460636,2444.141231,3365.523152
3.805658652,1293.732807,2442.48511,3365.910889
3.814172429,1292.010383,2440.669375,3363.452742
3.822686207,1290.732807,2438.571417,3363.996053
3.831199985,1288.520688,2436.447729,3362.651589
3.839713762,1286.756913,2434.498443,3364.336145
3.84822754,1285.741126,2432.629353,3368.539364
3.856741318,1286.083707,2430.658445,3370.730318
3.865255096,1283.945377,2428.598183,3378.712042
3.873768873,1280.473933,2426.650134,3381.517322
3.882282651,1278.734265,2424.721733,3384.446913
3.890796429,1278.269682,2422.749621,3383.253895
3.899310207,1277.734265,2420.830107,3384.266767
3.907823984,1276.476423,2419.096453,3385.347985
3.916337762,1275,2417.435385,3389.256385
3.92485154,1274.472476,2415.755384,3389.188464
3.933365318,1272.193443,2413.969917,3387.714531
3.941879095,1268.473933,2412.257814,3386.456263
3.950392873,1266.735722,2410.580819,3383.906516
3.958906651,1266.273629,2408.802732,3379.105789
3.967420429,1268.078729,2406.934002,3373.639749
3.975934206,1271.815908,2404.99619,3373.07041
3.984447984,1274.269682,2403.162821,3376.792834
3.992961762,1275.269682,2401.235609,3379.526067
4.00147554,1275.002915,2399.130644,3381.267193
4.009989317,1274.471444,2396.844698,3383.458146
4.018503095,1272.739669,2394.476288,3384.44837
4.027016873,1272.270714,2392.126151,3383.523152
4.035530651,1267.125948,2389.860523,3384.718478
4.044044428,1260.944345,2387.753329,3385.343007
4.052558206,1255.656993,2385.422756,3390.337177
4.061071984,1251.464582,2382.806272,3392.90591
4.069585762,1249.460636,2379.983598,3392.723882
4.078099539,1247.460636,2376.968396,3392.180145
4.086613317,1245.730318,2373.951233,3390.723456
4.095127095,1242.742158,2370.902773,3389.722424
4.103640873,1241.467072,2367.852554,3389.261789
4.11215465,1238.751509,2364.731639,3391.061059
4.120668428,1237.730318,2361.51815,3392.46021
4.129182206,1236.730318,2358.256999,3390.447338
4.137695984,1235.471444,2355.104829,3390.4542
4.146209761,1234.009351,2351.965713,3389.185549
4.154723539,1233.738637,2348.972355,3387.458146
4.163237317,1233.013298,2346.297021,3386.993138
4.171751094,1232.467497,2343.678356,3385.643696
4.180264872,1231.007893,2341.334473,3381.187007
4.18877865,1230.460636,2339.34171,3378.998543
4.197292428,1228.730318,2337.464435,3378.724914
4.205806205,1227.735722,2335.803602,3377.726371
4.214319983,1226.734265,2334.042358,3376.72886
4.222833761,1225.473933,2332.291633,3374.647642
4.231347539,1223.734265,2330.712046,3369.647217
4.239861316,1222.730318,2329.194162,3363.021656
4.248375094,1218.742158,2327.78347,3354.460636
4.256888872,1217.464582,2326.520456,3350.303178
4.26540265,1215.28298,2325.194157,3346.375471
4.273916427,1215.46604,2323.776387,3344.809047
4.282430205,1213.734265,2322.212402,3346.173284
4.290943983,1212.731775,2320.562527,3341.829671
4.299457761,1211.730318,2318.66816,3335.54918
4.307971538,1210.190953,2316.674468,3328.189496
4.316485316,1207.49555,2314.608476,3325.187007
4.324999094,1206.024106,2312.437529,3323.724914
4.333512872,1206.28298,2310.350061,3322.456689
4.342026649,1208.081218,2308.544816,3320.991681
4.350540427,1209.819429,2306.906871,3319.638292
4.359054205,1201.934569,2305.372312,3315.730318
4.367567983,1198.694822,2303.988096,3314.724914
4.37608176,1193.96159,2302.504279,3313.187007
4.384595538,1191.02951,2300.7998,3311.26531
4.393109316,1192.094516,2298.866896,3310.101842
4.401623094,1194.742158,2296.988899,3304.372556
4.410136871,1192.491603,2295.222875,3298.37796
4.418650649,1191.024106,2293.438995,3294.178688
4.427164427,1191.006011,2291.435749,3291.174741
4.435678205,1186.473933,2289.396073,3287.905059
4.444191982,1184.464582,2287.511795,3285
4.45270576,1182.741126,2285.677449,3285.804674
4.461219538,1181.739669,2283.892309,3287.714105
4.469733316,1181.003947,2282.114553,3286.963384
4.478247093,1181.810504,2280.376298,3286.088882
4.486760871,1184.814451,2278.776173,3283.074371
4.495274649,1187.006862,2277.305606,3280.121551
4.503788426,1187.009351,2275.711916,3277.428636
4.512302204,1187.275086,2274.010185,3275.460636
4.520815982,1187.464582,2272.365765,3273.460636
4.52932976,1185.46604,2270.748738,3271.453774
4.537843537,1183.460636,2269.250079,3269.180145
4.546357315,1181.730318,2267.754088,3265.91192
4.554871093,1180.730318,2266.353397,3262.458146
4.563384871,1179.460636,2265.017594,3261.452742
4.571898648,1177.1949,2263.478351,3258.916899
4.580412426,1173.120118,2261.918741,3255.917325
4.588926204,1166.948898,2260.109415,3252.179113
4.597439982,1163.460636,2258.138373,3249.186581
4.605953759,1161.460636,2256.097194,3247.917325
4.614467537,1159.730318,2253.998582,3243.650132
4.622981315,1158.460636,2251.890978,3238.647642
4.631495093,1156.460636,2249.956238,3234.189496
4.64000887,1154.479337,2247.991155,3232.455232
4.648522648,1153.009351,2246.035275,3229.917325
4.657036426,1153.273629,2244.040179,3226.459178
4.665550204,1151.741126,2242.089777,3223.917325
4.674063981,1151.281948,2240.249634,3220.997085
4.682577759,1152.014755,2238.505455,3219.376928
4.691091537,1149.472901,2236.852601,3217.72886
4.699605315,1148.014755,2235.24003,3216.993138
4.708119092,1148.004979,2233.696123,3215.374014
4.71663287,1145.746105,2232.348179,3209.919814
4.725146648,1144.193868,2231.200708,3206.914835
4.733660426,1141.739669,2230.022664,3203.643696
4.742174203,1140.735722,2228.951118,3199.646185
4.750687981,1140.272172,2227.935706,3195.190953
4.759201759,1140.275086,2226.907256,3191.37796
4.767715537,1141.812993,2225.98178,3185.915867
4.776229314,1143.281522,2225.179277,3180.570371
4.784743092,1143.494092,2224.279131,3173.103906
4.79325687,1141.746105,2223.384903,3165.83216
4.801770648,1139.675695,2222.254607,3161.456689
4.810284425,1134.934569,2221.01251,3159.190953
4.818798203,1131.73135,2219.779351,3155.381907
4.827311981,1128.468529,2218.520953,3152.718052
4.835825759,1126.502411,2217.356634,3150.370067
4.844339536,1125.029084,2216.491579,3144.919814
4.852853314,1124.73135,2215.673972,3141.450859
4.861367092,1121.739669,2214.836548,3138.901112
4.869880869,1120.930622,2213.859702,3134.636834
4.878394647,1117.467497,2212.849313,3128.567882
4.886908425,1116.009351,2211.886876,3122.646185
4.895422203,1116.486199,2210.9349,3116.302146
4.90393598,1114.482252,2210.021458,3109.915867
4.912449758,1112.74902,2208.897434,3105.108278
4.920963536,1112.007893,2207.538872,3099.093523
4.929477314,1111.745073,2205.974338,3093.110767
4.937991091,1110.738211,2204.450887,3086.106821
4.946504869,1109.997085,2202.847288,3078.840053
4.955018647,1110.254502,2201.054258,3072.376503
