X,Min,Average,Max
21.50580258,1786.905445,2508.222443,2998.371099
21.51431636,1794.179074,2507.101138,2997.532503
21.52283014,1801.100345,2507.038203,2998.451285
21.53134391,1804.830663,2507.032335,2996.460636
21.53985769,1807.830663,2507.10088,2995.269682
21.54837147,1809.486624,2507.174184,2996.26531
21.55688525,1805.469987,2507.428271,2995.636834
21.56539903,1801.820887,2508.118427,2991.181603
21.5739128,1804.001457,2508.3759,2988.187007
21.58242658,1804.280916,2508.614127,2985.460636
21.59094036,1805.159521,2508.059596,2982.377535
21.59945414,1809.997897,2506.320349,2977.078303
21.60796791,1819.656954,2506.134747,2979.445881
21.61648169,1824.732201,2505.947161,2977.993564
21.62499547,1826.715523,2505.788058,2977.729892
21.63350925,1834.02101,2505.898208,2976.445881
21.64202302,1834.590916,2505.974866,2974.338635
21.6505368,1836.59881,2505.946214,2978
21.65905058,1839.671709,2505.878664,2979.077271
21.66756436,1845.38624,2505.781641,2981.990224
21.67607814,1850.654464,2504.613675,2980.63143
21.68459191,1856.379378,2503.343792,2973.177656
21.69310569,1860.831695,2504.167185,2970.525641
21.70161947,1863.28049,2505.080364,2969
21.71013325,1863.745498,2506.070832,2970.244119
21.71864702,1863.299618,2507.104856,2970.940555
21.7271608,1865.1151,2508.257127,2971.807589
21.73567458,1871.261324,2509.298732,2974.458146
21.74418836,1881.62204,2510.484295,2975.078729
21.75270214,1887.35424,2511.199113,2978.264278
21.76121591,1891.024531,2510.664594,2974.965086
21.76972969,1891.030967,2511.029761,2968.989192
21.77824347,1889.146532,2512.298313,2969.258874
21.78675725,1885.129855,2513.739097,2968.110161
21.79527102,1891.015566,2515.093701,2969.531936
21.8037848,1902.026981,2516.787947,2982
21.81229858,1910.319777,2518.59478,2982
21.82081236,1912.128398,2519.576742,2982
21.82932614,1916.653007,2520.16275,2982
21.83783991,1920.758796,2519.718463,2982
21.84635369,1919.49306,2519.259278,2982
21.85486747,1917.495975,2519.684799,2982
21.86338125,1916.31,2520.117417,2982
21.87189502,1917.303564,2520.706918,2982
21.8804088,1916.689418,2521.541982,2985.77555
21.88892258,1911.692333,2522.718002,2996
21.89743636,1907.509273,2523.677068,2996
21.90595013,1906.313947,2524.034706,2996
21.91446391,1906.7642,2523.764908,2996
21.92297769,1906.306054,2523.807708,2996
21.93149147,1908.38375,2524.522882,2996
21.94000525,1914.196318,2524.892964,2996
21.94851902,1921.373974,2525.44785,2996
21.9570328,1926.372942,2525.936419,2996
21.96554658,1931.644688,2526.553139,2996.539364
21.97406036,1936.550173,2527.35935,2998
21.98257413,1938.824227,2528.161228,2998
21.99108791,1942.378346,2528.154891,2998
21.99960169,1946.308968,2527.325219,2998
22.00811547,1945.970334,2528.042068,2998
22.01662925,1943.604214,2528.786605,2998
22.02514302,1946.67857,2529.245019,2998
22.0336568,1952.929125,2529.543897,2998
22.04217058,1959.095973,2529.776362,2998
22.05068436,1960.391683,2530.206532,2994.763814
22.05919813,1953.598849,2530.378448,2986
22.06771191,1945.954728,2530.384784,2986
22.07622569,1941.135299,2529.934574,2986
22.08473947,1936.027021,2528.569796,2986
22.09325325,1935.487656,2528.716528,2986
22.10176702,1933.760253,2528.688656,2986
22.1102808,1934.383325,2528.473517,2986
22.11879458,1938.301075,2528.165897,2986
22.12730836,1940.110303,2527.605599,2978.448899
22.13582213,1943.539364,2526.674423,2959
22.14433591,1944.730318,2526.275461,2959
22.15284969,1944,2525.469591,2959
22.16136347,1944.269682,2523.351831,2959
22.16987724,1945.539364,2520.590163,2959
22.17839102,1946.73469,2519.456965,2959
22.1869048,1947.361708,2518.281386,2959
22.19541858,1952.087048,2516.964365,2959
22.20393236,1954.742158,2515.23155,2959
22.21244613,1954,2512.400942,2953.876039
22.22095991,1954,2509.080069,2940
22.22947369,1953.741126,2507.426597,2940
22.23798747,1953.010808,2504.804221,2940
22.24650124,1954.085165,2499.946243,2940
22.25501502,1956.544768,2494.788395,2940
22.2635288,1958.052584,2492.737442,2940
22.27204258,1959.391218,2490.345761,2940
22.28055636,1963.010808,2487.868392,2940
22.28907013,1964.889839,2485.274157,2940
22.29758391,1968.172819,2482.481855,2936.763814
22.30609769,1971.67523,2479.877301,2928
22.31461147,1976.349443,2477.467091,2928
22.32312524,1979.086622,2474.653196,2928
22.33163902,1980.750051,2470.397585,2928
22.3401528,1979.472476,2465.991645,2928
22.34866658,1978.001457,2464.469244,2928
22.35718036,1978.003947,2462.999665,2928
22.36569413,1974.201762,2461.468454,2928
22.37420791,1971.467072,2459.82747,2928
22.38272169,1963.842543,2457.669084,2929.42714
22.39123547,1953.691907,2455.541084,2936
22.39974924,1946.125948,2453.821321,2936
22.40826302,1939.668833,2452.015262,2936
22.4167768,1934.385854,2449.97852,2936
22.42529058,1928.921271,2448.180108,2936
22.43380436,1924.398119,2446.550025,2936
22.44231813,1918.936026,2444.625447,2936
22.45083191,1917.08225,2442.734545,2936
22.45934569,1915.507855,2440.757108,2937.078729
22.46785947,1902.508461,2438.761374,2940
22.47637324,1888.232343,2437.639435,2940
22.48488702,1874.274119,2436.091923,2940
22.4934008,1862.413906,2434.170958,2940
22.50191458,1856.393747,2432.03345,2940
22.51042835,1850.921271,2430.145919,2940
22.51894213,1848.539364,2428.433148,2940
22.52745591,1852.42714,2426.933691,2940
22.53596969,1859.907509,2425.333289,2940
22.54448347,1865.862662,2423.299723,2938.696822
22.55299724,1868.033457,2421.396113,2946
22.56151102,1868.269682,2420.079673,2946
22.5700248,1868.733233,2418.534006,2946
22.57853858,1868.003521,2416.959266,2946
22.58705235,1863.655536,2415.241117,2946
22.59556613,1859.239591,2413.429018,2946
22.60407991,1853.603828,2411.54565,2946
22.61259369,1847.021191,2409.363218,2946
22.62110747,1841.921271,2407.094042,2946
22.62962124,1835.396662,2405.056851,2948.966504
22.63813502,1827.927707,2403.185613,2957
22.6466488,1822.402066,2400.655483,2957
22.65516258,1817.207166,2398.100458,2957
22.66367635,1813.664887,2395.781304,2957
22.67219013,1807.78209,2393.465703,2957
22.68070391,1796.422225,2391.134675,2957
22.68921769,1790.411417,2388.883599,2957
22.69773147,1785.21257,2386.662588,2957
22.70624524,1783.289841,2385.026237,2962.933008
22.71475902,1783.476848,2384.926306,2979
22.7232728,1781.747988,2384.657163,2991
22.73178658,1783.435639,2382.96568,2991
22.74030035,1785.814025,2381.239948,2991
22.74881413,1787.09992,2379.578685,2991
22.75732791,1790.669259,2377.89533,2991
22.76584169,1782.589498,2376.345794,2991
22.77435546,1776.29482,2374.7478,2991
22.78286924,1773.388343,2373.359126,2991
22.79138302,1765.929165,2372.490559,2998.820783
22.7998968,1762.462093,2372.192265,3020
22.80841058,1760.197815,2370.956489,3020
22.81692435,1757.203219,2368.880821,3020
22.82543813,1754.475391,2366.9327,3020
22.83395191,1748.845032,2365.160501,3020
22.84246569,1740.94143,2363.574743,3020
22.85097946,1736.396662,2362.208189,3020
22.85949324,1724.594477,2360.998852,3020
22.86800702,1715.32771,2360.368226,3020
22.8765208,1705.872053,2360.450251,3017.033496
22.88503458,1700.550779,2359.925637,3011
22.89354835,1701.43315,2359.188518,3011
22.90206213,1701.734265,2358.140505,3011
22.91057591,1702.078729,2356.96879,3011
22.91908969,1700.269682,2356.003485,3011
22.92760346,1697.928133,2355.107391,3011
22.93611724,1696.086622,2354.264032,3011
22.94463102,1693.934569,2353.406708,3011
22.9531448,1690.463125,2352.999169,3011
22.96165858,1686.211538,2352.782372,3001.561124
22.97017235,1684.038254,2351.217868,2976
22.97868613,1679,2350.82681,2976
22.98719991,1680.056531,2350.362837,2976
22.99571369,1679.774583,2349.862387,2976
23.00422746,1679.561587,2349.358391,2976
23.01274124,1679.953696,2348.858736,2976
23.02125502,1677.561587,2348.374337,2976
23.0297688,1676.942462,2347.991048,2976
23.03828257,1673.112225,2347.435175,2961.976527
23.04679635,1666.922729,2345.458766,2926
23.05531013,1663.439288,2343.931864,2926
23.06382391,1658.802635,2343.336657,2926
23.07233769,1658.201762,2343.000211,2926
23.08085146,1656.273203,2342.680898,2926
23.08936524,1654.555151,2342.511545,2926
23.09787902,1652.112225,2342.418719,2926
23.1063928,1646.730318,2342.397016,2926
23.11490657,1644.923761,2342.961066,2926
23.12342035,1632.520727,2343.635037,2917.370171
23.13193413,1621.123033,2341.845065,2913
23.14044791,1614.922729,2341.923958,2913
23.14896169,1610.92959,2342.197398,2913
23.15747546,1608.285895,2342.500432,2913
23.16598924,1609.019127,2342.869692,2913
23.17450302,1609.5693,2343.227787,2913
23.1830168,1611.304596,2343.421642,2913
23.19153057,1612.562013,2343.522516,2913
23.20004435,1615.621614,2343.36343,2910.57286
23.20855813,1617.811536,2342.493825,2904
23.21707191,1619.56347,2341.525753,2904
23.22558569,1621.008925,2341.497828,2904
23.23409946,1620.653007,2341.491436,2904
23.24261324,1622.812568,2341.541968,2904
23.25112702,1622.285895,2341.547572,2904
23.2596408,1623.010383,2341.485296,2904
23.26815457,1621.475391,2341.451804,2904
23.27666835,1619.471444,2341.239723,2904
23.28518213,1618.009351,2339.990303,2894.291442
23.29369591,1617.732807,2337.86125,2869.618093
23.30220968,1615.487656,2337.02705,2869.12453
23.31072346,1612.946835,2336.691866,2865
23.31923724,1610.020159,2336.215205,2865
23.32775102,1609.272172,2335.616093,2865
23.3362648,1609.269682,2335.041061,2865
23.34477857,1609.306054,2334.266326,2836.144008
23.35329235,1610.302107,2333.438303,2821
23.36180613,1610.488688,2332.518848,2821
23.37031991,1610.361708,2331.057584,2812.635481
23.37883368,1615.352358,2328.680725,2788.370067
23.38734746,1617.115565,2327.967171,2782.651589
23.39586124,1611.489114,2327.21403,2776.842543
23.40437502,1610.030967,2326.418928,2770.705787
23.4128888,1609.222346,2325.540057,2767.550638
23.42140257,1606.503869,2324.592839,2759.644728
23.42991635,1604.114108,2323.387417,2751.681564
23.43843013,1598.750477,2321.860159,2749.172252
23.44694391,1595.008925,2320.349274,2746.180145
23.45545768,1593.021616,2318.795805,2742.913378
23.46397146,1591.277576,2316.862442,2739.650132
23.47248524,1591.190953,2315.259275,2735.190953
23.48099902,1588.754424,2313.415712,2732.190953
23.4895128,1588.014755,2311.314804,2728.944076
23.49802657,1586.196358,2309.238663,2726.495745
23.50654035,1582.928133,2307.298395,2717.687471
23.51505413,1580.28049,2305.218118,2726.612689
23.52356791,1580.893786,2302.900585,2732.88486
23.53208168,1583.904413,2300.432179,2737.87551
23.54059546,1590.108239,2298.010453,2741.094555
23.54910924,1592.482252,2295.357185,2732.745112
23.55762302,1590.74902,2292.413968,2728.872595
23.56613679,1590.007893,2289.451057,2734.513801
23.57465057,1588.667802,2286.460733,2737.348411
23.58316435,1584.473933,2283.510915,2742.51629
23.59167813,1581.854808,2280.431802,2747.870105
23.60019191,1574.937484,2277.32912,2753.806132
23.60870568,1571.742158,2274.175055,2759.7731
23.61721946,1569.921271,2270.795683,2761.532928
23.62573324,1565.922729,2267.315957,2766.076239
23.63424702,1562.471869,2263.788055,2772.679152
23.64276079,1560.489114,2260.359891,2779.714531
23.65127457,1558.494518,2256.732153,2778.457721
23.65978835,1553.852319,2253.100688,2777.539364
23.66830213,1548.555151,2249.741246,2779.720967
23.67681591,1548.116597,2246.594295,2778.994596
23.68532968,1541.666344,2243.282422,2778.993138
23.69384346,1538.824227,2239.804485,2778.452742
23.70235724,1542.371059,2236.328913,2776.722424
23.71087102,1546.540822,2233.008524,2775.710159
23.71938479,1548.540396,2229.551301,2774.444423
23.72789857,1541.134873,2225.893407,2772.190953
23.73641235,1534.933537,2222.184775,2769.457721
23.74492613,1529.589073,2218.483141,2766.643696
23.75343991,1521.937484,2214.759407,2761.918357
23.76195368,1517.921271,2211.199456,2758.455657
23.77046746,1513.384822,2207.889385,2757.372982
23.77898124,1509.274661,2204.426487,2754.440902
23.78749502,1510.727364,2200.970899,2752.417828
23.79600879,1517.17367,2197.666421,2750.435072
23.80452257,1524.092026,2194.362049,2748.711616
23.81303635,1527.005404,2190.999299,2747.989192
23.82155013,1527.814451,2187.900544,2747.451285
23.83006391,1530.810078,2185.01319,2744.920239
23.83857768,1531.281948,2182.067948,2742.638292
23.84709146,1532.016212,2179.084121,2737.38045
23.85560524,1532.005404,2176.035035,2732.918782
23.86411902,1533.081218,2173.074448,2730.458146
23.87263279,1535.544768,2170.210804,2731
23.88114657,1537.546226,2167.533765,2730.189496
23.88966035,1537.651589,2164.868577,2725.838596
23.89817413,1533.192411,2162.276035,2718.919814
23.9066879,1529.928133,2159.722641,2715.190953
23.91520168,1526.203219,2157.276464,2712.18306
23.92371546,1522.732807,2154.835171,2709.187007
23.93222924,1520.216942,2152.280444,2707.714105
23.94074302,1516.689418,2149.681507,2706.445881
23.94925679,1512.768147,2147.059798,2703.910463
23.95777057,1512.845418,2144.368895,2700.449827
23.96628435,1515.838556,2141.796092,2697.916293
23.97479813,1520.708236,2139.206402,2695.364663
23.9833119,1525.272172,2136.650918,2689.647642
23.99182568,1524.478731,2134.098118,2685.455232
24.00033946,1524.112185,2131.299202,2682.650557
24.00885324,1525.409353,2128.294689,2681.455232
24.01736702,1519.69628,2125.224154,2678.379418
24.02588079,1514.694397,2122.183938,2674.451285
24.03439457,1509.40747,2118.919764,2672.458146
24.04290835,1503.400609,2115.656994,2670.381907
24.05142213,1498.207591,2112.598861,2665.187007
24.0599359,1496.573246,2109.603986,2661.921271
24.06844968,1496.960558,2106.640298,2658.997085
24.07696346,1493.231272,2103.612775,2658.451285
24.08547724,1491.297735,2100.57316,2655.918782
24.09399102,1492.819429,2097.496642,2654.711616
24.10250479,1488.378527,2094.423421,2653.446913
24.11101857,1492.358794,2091.344547,2649.828213
24.11953235,1495.28049,2088.368622,2644.459604
24.12804613,1497.090994,2085.51294,2643.913378
24.1365599,1499.360676,2082.815466,2643.237683
24.14507368,1503.081218,2080.148129,2643.98816
24.15358746,1506.093484,2077.452678,2643.190953
24.16210124,1509.540822,2074.695293,2641.724914
24.17061501,1511.540396,2072.113462,2640.456689
24.17912879,1511.284437,2069.666043,2638.71951
24.18764257,1512.012266,2067.329518,2636.64661
24.19615635,1512.01767,2064.919713,2633.105789
24.20467013,1512.269682,2062.460669,2629.632887
24.2131839,1513.001457,2060.030951,2625.44837
24.22169768,1513.276544,2057.501638,2623.98233
24.23021146,1515.620157,2054.881728,2623.170794
24.23872524,1517.367113,2052.229432,2620.179113
24.24723901,1520.733233,2049.525708,2617.181603
24.25575279,1520.013723,2047.010045,2614.188464
24.26426657,1520.004372,2044.578452,2612.990224
24.27278035,1518.468955,2041.967029,2612.172252
24.28129413,1516.193868,2039.048601,2608.640781
24.2898079,1512.384822,2036.130007,2603.921271
24.29832168,1507.204677,2033.18586,2600.188039
24.30683546,1501.204251,2030.377633,2597.918782
24.31534924,1498.112225,2027.610472,2595.727828
24.32386301,1492.195326,2024.658373,2596.265735
24.33237679,1490.284437,2021.594415,2596.459178
24.34089057,1490.730318,2018.492233,2594.189922
24.34940435,1488.284437,2015.346932,2594.257417
24.35791813,1489.815483,2012.161736,2594.447338
24.3664319,1491,2009.015713,2592.188464
24.37494568,1489.190953,2005.813316,2591.451285
24.38345946,1487.27114,2002.615212,2589.187007
24.39197324,1486.737179,1999.543905,2585.651589
24.40048701,1485.03534,1996.472716,2581.647642
24.40900079,1485.558066,1993.51285,2577.915867
24.41751457,1486.468529,1990.572347,2573.646185
24.42602835,1483,1987.774357,2568.912952
24.43454212,1483.195326,1985.126239,2567.460636
24.4430559,1481.01184,1982.554826,2567.4542
24.45156968,1480.466465,1979.95831,2566.190953
24.46008346,1478.541854,1977.5698,2562.620196
24.46859724,1480.098462,1975.450017,2557.071907
24.47711101,1481.660334,1973.371151,2548.467537
24.48562479,1477.762743,1971.099319,2537.571829
24.49413857,1477.297735,1968.840771,2531.098927
24.50265235,1478.820887,1966.440947,2524.109735
24.51116612,1479.926675,1964.098622,2519.190953
24.5196799,1475.923761,1961.73325,2515.112225
24.52819368,1470.656993,1959.387277,2508.112225
24.53670746,1466.467497,1957.027152,2505.170794
24.54522124,1465.012266,1954.468475,2503.190953
24.55373501,1462.661365,1951.795581,2499.692063
24.56224879,1460.09743,1949.117799,2498.997085
24.57076257,1464.089537,1946.407611,2498.181603
24.57927635,1458.033922,1943.559977,2494.103906
24.58779012,1448.663429,1940.705917,2486.381482
24.5963039,1443.654504,1937.914396,2481.897165
24.60481768,1440.006436,1935.087135,2477.639749
24.61333146,1438.730318,1932.253006,2475.081683
24.62184524,1434.198847,1929.446902,2471.13036
24.63035901,1430.922729,1926.722811,2465.571829
24.63887279,1428.001032,1923.917701,2456.561201
24.64738657,1426.013298,1921.001927,2450.184092
24.65590035,1426.543311,1918.154552,2447.992107
24.66441412,1426.734265,1915.415085,2445.57286
24.6729279,1424.662397,1912.875666,2441.190953
24.68144168,1420.582211,1910.437862,2437.648674
24.68995546,1412.593445,1907.804278,2433.106821
24.69846923,1405.759828,1904.964367,2426.373588
24.70698301,1405.558066,1902.183228,2423.455232
24.71549679,1409.160979,1899.592474,2424.528556
24.72401057,1408.460636,1897.019791,2424.101417
24.73252435,1406.74653,1894.607154,2416.831734
24.74103812,1406.549747,1892.206478,2408.303178
24.7495519,1405.398119,1889.58713,2399.38045
24.75806568,1402.084739,1886.997115,2402.958224
24.76657946,1400.467072,1884.57016,2402.724488
24.77509323,1396.954728,1882.09967,2401.971097
24.78360701,1394.021616,1879.764805,2400.065045
24.79212079,1394.289841,1877.502629,2395.446487
24.80063457,1395.28298,1875.250461,2392.071481
24.80914835,1395.735722,1873.034902,2383.993603
24.81766212,1396.079761,1870.750353,2374.103906
24.8261759,1397.007893,1868.348091,2366.291338
24.83468968,1395.673206,1865.792113,2363.260331
24.84320346,1391.211113,1863.201088,2363.996053
24.85171723,1388.210081,1860.449943,2366.260331
24.86023101,1385.755881,1857.628365,2367.53396
24.86874479,1386.094516,1854.803835,2368.459604
24.87725857,1389.552662,1851.987196,2368.987734
24.88577235,1392.082675,1849.192728,2367.913803
24.89428612,1395.211113,1846.222255,2367.726371
24.9027999,1391.940398,1843.212407,2366.726371
24.91131368,1387.680067,1840.24542,2365.720967
24.91982746,1382.012266,1837.011463,2364.452317
24.92834123,1381.74653,1833.709275,2369.329709
24.93685501,1381.473933,1830.378321,2374.336145
24.94536879,1377.202794,1826.956478,2378.523152
24.95388257,1373.922729,1823.508962,2379.98816
24.96239634,1369.926675,1820.234158,2379.730318
24.97091012,1367.002489,1817.249173,2378.98816
24.9794239,1366.293788,1814.426951,2379.237257
24.98793768,1368.092026,1811.649261,2379.432583
24.99645146,1371.544768,1808.973818,2379.539364
25.00496523,1369.467072,1806.388966,2381.796781
25.01347901,1365.385854,1803.846879,2384.792834
25.02199279,1358.853351,1801.420937,2387.257842
25.03050657,1352.201762,1799.064082,2388.269682
25.03902034,1349.741126,1796.754729,2389.268225
25.04753412,1348.741126,1794.584329,2389.726371
25.0560479,1345.203219,1792.373073,2388.443391
25.06456168,1342.745073,1790.285647,2386.996053
25.07307546,1342.012266,1788.339513,2387.26531
25.08158923,1343.089111,1786.418694,2387.179113
25.09010301,1344.741126,1784.59377,2385.455657
25.09861679,1343.739669,1782.99507,2385.992107
25.10713057,1341.388769,1781.699668,2386.269682
25.11564434,1335.934994,1780.550485,2386.72886
25.12415812,1332.753392,1779.652041,2385.187007
25.1326719,1332.025563,1779.197822,2382.726371
25.14118568,1332.286926,1778.916633,2381.460636
25.14969946,1333.270714,1778.633324,2381
25.15821323,1331.464582,1778.441627,2380.730318
25.16672701,1329.730318,1778.29874,2380.267193
25.17524079,1328.462093,1778.141022,2382.795323
25.18375457,1327.003947,1777.966241,2384.173709
25.19226834,1326.733233,1777.780897,2381.187007
25.20078212,1325.744041,1777.487158,2378.190953
25.2092959,1324.751934,1777.314143,2375.459604
25.21780968,1322.467497,1777.154342,2375.455232
25.22632346,1321.28049,1776.939045,2372.918782
25.23483723,1322.818397,1776.714484,2369.380875
25.24335101,1326.082675,1776.596399,2370.809047
25.25186479,1327.735722,1776.42568,2373.796781
25.26037857,1326.192411,1776.528309,2375.177656
25.26889234,1324.008319,1776.607186,2372.452317
25.27740612,1324,1776.654475,2369.370067
25.2859199,1324.269682,1776.746043,2368.984394
25.29443368,1320.653047,1776.755407,2367.347418
25.30294745,1316.735722,1776.637336,2365.073325
25.31146123,1314.276118,1776.343607,2368.535418
25.31997501,1314.291724,1776.004946,2371.53396
25.32848879,1316.922689,1775.5817,2374.074782
25.33700257,1326.066424,1775.151358,2376.995628
25.34551634,1329.480795,1774.707483,2377.266767
25.35403012,1327.66677,1774.199346,2377.722424
25.3625439,1322.010808,1773.622446,2377.53645
25.37105768,1322.281948,1772.958398,2378.452742
25.37957145,1323.01767,1772.189228,2376.190953
25.38808523,1324.896275,1771.210737,2372.921271
25.39659901,1323.57286,1770.080314,2370.722424
25.40511279,1316.190953,1768.88324,2369.460636
25.41362657,1312.921271,1767.616061,2367.460636
25.42214034,1309.204251,1766.311078,2364.921271
25.43065412,1306.197815,1765.163582,2360.381907
25.4391679,1303.474359,1764.118791,2354.921271
25.44768168,1302.83212,1763.003817,2350.112225
25.45619545,1302.460636,1761.923048,2342.832341
25.46470923,1300.460636,1761.016659,2341.178688
25.47322301,1298.745073,1760.061916,2334.948757
25.48173679,1294.199272,1758.79189,2328.724914
25.49025057,1292.014755,1757.312211,2326.980873
25.49876434,1292,1755.679945,2325.630398
25.50727812,1292.733233,1754.057553,2320.379418
25.5157919,1290.028053,1752.243795,2315.379418
25.52430568,1286.661365,1750.324178,2311.91192
25.53281945,1281.950175,1748.443227,2308.799696
25.54133323,1279.460636,1746.787545,2310.996053
25.54984701,1279.582211,1745.293673,2310.730318
25.55836079,1273.005404,1744.021502,2309.983788
25.56687456,1273.544768,1742.871397,2309.447338
25.57538834,1269.402066,1741.710976,2307.724914
25.58390212,1263.667802,1740.621768,2306.458146
25.5924159,1257.385854,1739.60125,2306.794292
25.60092968,1251.651589,1738.901789,2308.992107
25.60944345,1246.123033,1738.284571,2308.713074
25.61795723,1241.815483,1737.851192,2307.188464
25.62647101,1240.279033,1737.53361,2305.074782
25.63498479,1238.731775,1737.34454,2308.788462
25.64349856,1238.829631,1737.470553,2310.431126
25.65201234,1243.085165,1737.793069,2307.905484
25.66052612,1248.089111,1738.303427,2307.994596
25.6690399,1253.254888,1738.900659,2307.994596
25.67755368,1263,1739.453704,2307.724914
25.68606745,1263.007893,1739.95148,2305.917325
25.69458123,1263,1740.682928,2301.921271
25.70309501,1263,1741.336706,2298.730318
25.71160879,1264.078729,1741.863949,2297.435072
25.72012256,1258.664887,1742.3477,2295.170794
25.72863634,1254.73135,1742.774403,2292.444423
25.73715012,1251.730318,1743.019785,2289.101842
25.7456639,1251.542279,1743.252638,2284.71702
25.75417768,1255.819429,1743.762679,2283.187007
25.76269145,1256.654078,1744.232541,2280.459178
25.77120523,1251.221921,1744.514223,2278.452317
25.77971901,1247.926675,1744.885981,2275.635377
25.78823279,1244.196358,1745.311273,2270.906516
25.79674656,1242.005404,1745.812009,2267.72886
25.80526034,1242.812993,1746.201689,2266.185549
25.81377412,1245.818397,1746.53602,2262.647642
25.8222879,1248.814451,1746.823753,2260.722424
25.83080167,1249.462093,1747.231235,2259.189496
25.83931545,1248.272172,1747.699446,2257.537907
25.84782923,1247.730318,1748.199382,2260.263246
25.85634301,1247.269682,1748.752103,2262.269682
25.86485679,1248.02368,1749.168342,2263.269682
25.87337056,1246.1949,1749.444649,2264.269682
25.88188434,1243.190953,1749.813312,2264.730318
25.89039812,1241.539364,1750.382443,2264
25.8989119,1243.27114,1751.056526,2264
25.90742567,1244.269682,1751.751028,2262.651589
25.91593945,1241.476848,1752.379652,2262.614146
25.92445323,1238.547258,1753.107464,2268.061059
25.93296701,1238.275086,1753.881434,2270.715988
25.94148079,1235.75837,1754.733069,2271.794292
25.94999456,1233.46604,1755.656746,2273.723882
25.95850834,1231.735722,1756.645241,2276.314954
25.96702212,1232.084133,1757.546712,2280.79326
25.9755359,1236.353815,1758.341726,2283.249523
25.98404967,1236.471444,1759.044399,2283.715563
25.99256345,1230.771101,1759.69648,2282.528556
26.00107723,1221.480369,1760.483342,2284.263246
26.00959101,1219.192411,1761.495859,2289.789313
26.01810479,1218.353815,1762.62656,2292.261789
26.02661856,1219.823801,1763.766095,2293
26.03513234,1222.55163,1764.921972,2292.730318
26.04364612,1225.092026,1766.197222,2293.254927
26.0521599,1227.086622,1767.445105,2295.154543
26.06067367,1225.275086,1768.74271,2302.340517
26.06918745,1224.199272,1769.933934,2307.345496
26.07770123,1221.743615,1771.266552,2311.799696
26.08621501,1218.661365,1772.689189,2315.346953
26.09472878,1215.289841,1774.065162,2320.341549
26.10324256,1215.211538,1775.494951,2324.531471
26.11175634,1214.105324,1776.921305,2329.966504
26.12027012,1216.815908,1778.423802,2339.078729
26.1287839,1219.281948,1779.944762,2342.269682
26.13729767,1216.20073,1781.249822,2343.539364
26.14581145,1213.817365,1782.596328,2345.539364
26.15432523,1214.735722,1783.96403,2350.523152
26.16283901,1214.002489,1785.375902,2353.53396
26.17135278,1213.823801,1786.749802,2355.537907
26.17986656,1214.195326,1788.1217,2359.151628
26.18838034,1212.284437,1789.659381,2367.883828
26.19689412,1211.467497,1791.388997,2374.601881
26.2054079,1210.009351,1792.970148,2380.603338
26.21392167,1209.740094,1794.473821,2385.531471
26.22243545,1209.810504,1795.865038,2387.534386
26.23094923,1212.541854,1797.138367,2392.325337
26.23946301,1212.73135,1798.288557,2396.242662
26.24797678,1209.731775,1799.417438,2397.247034
26.25649056,1209.812993,1800.692914,2397.992107
26.26500434,1209.190953,1801.993335,2398.809047
26.27351812,1204.201762,1803.282049,2403.618093
26.2820319,1202.815483,1804.4094,2409.06792
26.29054567,1203.460636,1805.585799,2412.801153
26.29905945,1200.198847,1806.855648,2416.078729
26.30757323,1195.846915,1808.023929,2420.615178
26.31608701,1189.472476,1808.982558,2426.069378
26.32460078,1187.462093,1809.847073,2429.806557
26.33311456,1185.462093,1810.822377,2434.344464
26.34162834,1185.082675,1811.751945,2438.794292
26.35014212,1187.478305,1812.565861,2441.80261
26.35865589,1185.74902,1813.297754,2446.059602
26.36716967,1185.010808,1814.078924,2452.599391
26.37568345,1185.548715,1814.875074,2458.06792
26.38419723,1185.196358,1815.590529,2463.340092
26.39271101,1183.270714,1816.128184,2469.341549
26.40122478,1182.549747,1816.630929,2473.798238
26.40973856,1183.279033,1817.321587,2475.992107
26.41825234,1183.669259,1817.506086,2482.78743
26.42676612,1177.868531,1817.623838,2484.982756
26.43527989,1171.494092,1817.593335,2484.188464
26.44379367,1166.921271,1817.425799,2483.447338
26.45230745,1162.938941,1817.097431,2484.532503
26.46082123,1160.824833,1816.660315,2486.528556
26.46933501,1163.289841,1816.366452,2488.261789
26.47784878,1165.092026,1816.208965,2489.526067
26.48636256,1170.161404,1816.616303,2490.996053
26.49487634,1174.818397,1817.561037,2491.53645
26.50339012,1176.737179,1817.515546,2493.257417
26.51190389,1174.66094,1817.524952,2492.907974
26.52041767,1171.279458,1817.544798,2488.918782
26.52893145,1172.191379,1817.465339,2485.643696
26.53744523,1168.933112,1817.568152,2482.998543
26.54595901,1167.080186,1817.761485,2482.978384
26.55447278,1170.544768,1817.853502,2482.443391
26.56298656,1172.543311,1818.4245,2480.190953
26.57150034,1174.289841,1819.559545,2477.726371
26.58001412,1174.74653,1819.831978,2475.919814
26.58852789,1173.475391,1820.37247,2473.185549
26.59704167,1172,1821.038076,2472.188464
26.60555545,1172.27114,1821.823465,2471.998543
26.61406923,1170.279033,1822.571233,2471.723456
26.62258301,1170.738637,1823.313076,2470.451285
26.63109678,1170.014755,1824.025204,2467.994596
26.63961056,1168.819855,1824.803728,2466.720967
26.64812434,1171.009351,1825.789821,2465.188464
