0.0             706999.982376   
48264036740.6   706303.061526   
1.01753650731e+11 705620.08719    
1.6055007477e+11 704918.000649   
2.2362207477e+11 704244.957658   
2.8669407477e+11 703677.855255   
3.4976607477e+11 703198.077365   
4.1283807477e+11 702756.950365   
4.7591007477e+11 702389.411654   
5.3898207477e+11 702110.776757   
6.0205407477e+11 701878.710025   
6.6512607477e+11 701683.409949   
7.2819807477e+11 701527.951379   
7.9127007477e+11 701385.950635   
8.5434207477e+11 701256.708929   
9.1741407477e+11 701138.29619    
9.8048607477e+11 701033.831866   
1.04355807477e+12 700945.382408   
1.10663007477e+12 700868.715557   
1.16970207477e+12 700807.521086   
1.23277407477e+12 700756.281334   
1.29584607477e+12 700712.682189   
1.35891807477e+12 700674.78754    
1.42199007477e+12 700639.477853   
1.48506207477e+12 700604.873023   
1.54813407477e+12 700574.907493   
1.61120607477e+12 700546.391201   
1.67427807477e+12 700518.340667   
1.73735007477e+12 700491.274932   
1.80042207477e+12 700464.954767   
1.86349407477e+12 700438.570294   
1.92656607477e+12 700418.027478   
1.98963807477e+12 700399.694597   
2.05271007477e+12 700382.431917   
2.11578207477e+12 700365.956871   
2.17885407477e+12 700350.57766    
2.24192607477e+12 700335.185388   
2.30499807477e+12 700320.872115   
2.36807007477e+12 700306.429215   
2.43114207477e+12 700292.864119   
2.49421407477e+12 700280.458215   
2.55728607477e+12 700268.051205   
2.62035807477e+12 700255.587817   
2.68343007477e+12 700244.146055   
2.74650207477e+12 700232.704976   
2.80957407477e+12 700221.263904   
2.87264607477e+12 700210.726532   
2.93571807477e+12 700200.190612   
2.99879007477e+12 700189.641089   
3.06186207477e+12 700180.084934   
3.12493407477e+12 700170.517435   
3.18800607477e+12 700160.968538   
