0.0             39028486.7378   -1.0            -1.0            0.500001540113  812.89900281    12.9200136835   22.0974105954   2.59996125399   2390.88662807   0.290811391691  39028486.7378   
1.62536248005e-07 39032935.0803   -1.00003575113  -1.00000052066  0.499999736311  812.960940899   12.9550716242   22.098541112    2.64778798271   2329.83361684   0.290811459986  39032935.0803   
3.21493687243e-07 40592604.3804   -1.00007537581  -1.00000111216  0.499999993189  831.337165289   13.2208160208   22.5119983448   2.75903421728   2225.01959348   0.290749541188  40592604.3804   
4.76809772876e-07 42239403.9043   -1.00011602526  -1.00000170434  0.49999929794   850.296201582   13.4864695117   22.9246028123   2.86952725024   2183.2284516    0.290695430877  42239403.9043   
6.28643371526e-07 43921090.7337   -1.00015781362  -1.00000230259  0.49999965433   869.303311449   13.7502611601   23.3366903704   2.98271723326   2142.23172018   0.290643080063  43921090.7337   
7.77147088566e-07 45634730.203    -1.00020074933  -1.00000290474  0.500000191917  888.308258535   14.0128455045   23.7483288827   3.09803845024   2095.85796253   0.290592791618  45634730.203    
9.22464099184e-07 47380177.4635   -1.00024483813  -1.00000351036  0.50000003452   907.309950061   14.2746213372   24.1595069593   3.21548349023   2046.73504103   0.29054447353   47380177.4635   
1.06472852437e-06 49157402.8073   -1.00029008101  -1.00000411903  0.50000000698   926.308322727   14.5358226708   24.5702371918   3.33504825293   1995.96915627   0.290498024288  49157402.8073   
1.20406617418e-06 50966388.0276   -1.00033647778  -1.00000473052  0.500000056521  945.303425122   14.7965850265   24.980535262    3.45673033366   1945.45733533   0.290453342853  50966388.0276   
1.34059523413e-06 52807115.8317   -1.0003840273   -1.00000534464  0.500000071783  964.295281208   15.056990207    25.3904167702   3.58052791561   1895.29370097   0.29041033306   52807115.8317   
1.47442687639e-06 54679569.0076   -1.00043272808  -1.00000596123  0.499999501885  983.283898301   15.3170896355   25.7998963703   3.70643953793   1845.94426181   0.290368904702  54679569.0076   
1.60566580502e-06 56583730.4593   -1.000482579    -1.00000658018  0.500000500305  1002.26928236   15.5769167807   26.2089874246   3.83446405158   1797.44589998   0.290328973502  56583730.4593   
1.73441074651e-06 58519583.2759   -1.00053357852  -1.00000720137  0.500000344988  1021.25144571   15.8364941728   26.6177019557   3.96460060301   1749.63716777   0.29029046078   58519583.2759   
1.86075489658e-06 60487110.7305   -1.00058572489  -1.00000782469  0.499999943904  1040.23039992   16.0958377443   27.0260511025   4.0968483306    1702.32378147   0.290253293081  60487110.7305   
1.98478632856e-06 62486296.2584   -1.00063901692  -1.00000845005  0.499999559154  1059.2061459    16.3549594719   27.4340455879   4.23120610098   1655.35562404   0.290217401835  62486296.2584   
2.10658836245e-06 64517123.5123   -1.00069345291  -1.00000907737  0.49999924884   1078.17868104   16.6138687322   27.8416955843   4.36767270637   1608.64840484   0.290182722977  64517123.5123   
2.22623989936e-06 66579576.4073   -1.00074903157  -1.00000970656  0.499999380939  1097.1480093    16.8725730972   28.2490104985   4.50624707663   1562.17777077   0.290149196572  66579576.4073   
2.34381572782e-06 68673639.0815   -1.00080575156  -1.00001033756  0.500000345126  1116.11413785   17.1310790081   28.6559991758   4.64692824575   1515.96248722   0.290116766516  68673639.0815   
2.45938680545e-06 70799295.8778   -1.00086361161  -1.00001097028  0.500001039679  1135.07707063   17.3893922907   29.0626702213   4.7897151904    1470.04861727   0.290085380262  70799295.8778   
2.57302051796e-06 72956530.0202   -1.00092261052  -1.00001160467  0.500000534303  1154.03679534   17.647518246    29.4690319619   4.93460683723   1424.50103173   0.290054988553  72956530.0202   
